id,title,avatar,rating,snippet,likes,date,iso_date,response
47897cd4-a9e5-4b1a-a10a-4939835e6c0e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,5.0,"My previous feedback is below where I gave disappointing rating due to payment issue. Now that's being sorted and my extra payment refunded by ChessKid, I have given 5 star. There is no issue with the application itself. One of the best I would say. My son is enjoying it again. Thanks to ChessKid for sorting out the payment issue. _____________________________________ I have given disappointing rating because I purchased Gold membership for one year few months back for my son. Initially it worked fine then my Gold membership revoked automatically. I sent many emails. Initially there was response too and they said they will fix it but never fixed it. Infact they stopped responding. Very disappointed with their support. And now today again I paid full one year amount to buy it again. So double the amount paid. 4-6 months lost.",29,"October 28, 2018",2018-10-28T20:23:07Z,"{'title': 'Chess.com', 'snippet': 'Hello Subodh, We apologize for the lack of communication and for the Gold membership issues! I have fixed the account from the first purchase so you now have Gold. I have also extended the expiration date so the membership will start over today and end 10/2019. Your second payment will be refunded and you should see that in 3-5 days! - LadyWolf', 'date': 'October 23, 2018', 'iso_date': '2018-10-23T00:24:10Z'}"
ccadf555-4da0-4e0c-92ea-7a0e97587c58,Rajendra Bhatt,https://play-lh.googleusercontent.com/a/ACg8ocLNbpXkakjE6lqGFhGZouy02btXFju2A_QsbDkpreR7Co_iOA=mo,1.0,What a nonsense game . here in this app we can move the king without check. How can it be possible? The king can only move when someone gives you a check. And if the king is left then the player is said to be lose. But in this game when the king is left the player is still playing. So please improve this game 🙏,13,"August 24, 2024",2024-08-24T05:04:28Z,"{'title': 'Chess.com', 'snippet': 'Thank you for this feedback. On ChessKid we use the standard rules of chess that are used around the world! According to the official rules, the King may move even if he is not currently in check. The King may not be left in check. Here is a link with info: www.chesskid.com/learn/articles/how-to-play-chess', 'date': 'August 26, 2024', 'iso_date': '2024-08-26T15:50:49Z'}"
90dfa94d-d444-4d57-8e04-60561a66ca32,Kalpesh M,https://play-lh.googleusercontent.com/a/ACg8ocKAdIcWjbv_d-POoYGfijQkRkMWF4WA7fzISN7QWy3RDy__KQ=mo,4.0,Hi I really love this app and there's so much to learn in a fun way for me. I have came up to the point where I want to learn but the app is restricted. We have the app at chess club at school but the school has stopped chess club because of Covid. The price is very expensive for kids to upgrade. Other then that one thing the app is a great way for kids to learn and engage the at of chess. If it's not the cost involved I would give 5 stars.,77,"October 26, 2020",2020-10-26T14:14:46Z,
cb818167-4122-48f6-baa7-abfe291a8ec6,Shiseida Hughes,https://play-lh.googleusercontent.com/a/ACg8ocKOnQX_Sy2soY1Dct7BsjcfEnp1H_-jPKuslVY-AqhqD-5N7A=mo,5.0,The app provides a fun way to learn how to play chess.,0,"December 11, 2024",2024-12-11T03:32:09Z,
7834b3fa-065d-452a-8ff3-b45afc551940,sadhu gupta,https://play-lh.googleusercontent.com/a/ACg8ocKBJaEZYMtLbDu6oEYRGcezyTz5m3N2ehA7gb2s-X-gtIhEiQ=mo,3.0,I really like the game but there is one problem with your app. first when I challenge people and they lose on time sometimes the game says that he or she didn't lose and then they could continue the game and pls fix this issue 😭🥺🙏 only then I'll rate it five stars and also there is one more problem I can't find a button that activates agreeing with that move or seeing what mistakes you did,11,"May 23, 2024",2024-05-23T04:41:23Z,"{'title': 'Chess.com', 'snippet': 'Thank you for the feedback! :) We have updated our settings! Working hard for that extra star :)', 'date': 'June 23, 2024', 'iso_date': '2024-06-23T20:07:52Z'}"
5e09c4ae-e8ac-46d6-9532-25ae1271ead7,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,2.0,"This app is terrible. I have two kids that want to play against each other, but there seems to be no way to handle friends on the app. You have to play on the website instead (which has its own problems, such as an unintuitive interface, and support pictures that are different to what we see). The app just does random challenges. Otherwise, everything else seems ok.",78,"March 29, 2020",2020-03-29T02:40:21Z,
1e35a35a-3d69-45fe-8fab-f35cb1ea8fa1,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,1.0,"Terrible. The free bots are super easy to beat (AI avoids losing pieces vs. checkmate), even for my 7 y/o. Playing him on the same device, there's no tabletop mode. Board flips after each turn, and if you undo a move it gets out of sync. Very disorienting. Playing online is the worst. Won't notify me when a move is made, and won't update the board. Have to back out to the home screen and go back into the game. Now, at bedtime, sending me notifications for game that ended 4 hours ago. Annoying.",96,"March 27, 2020",2020-03-27T03:13:43Z,
d80640cc-2baa-4f04-baae-7067cd6452e4,Mark Foulds,https://play-lh.googleusercontent.com/a/ACg8ocIsrJTjVGluNzw8Y-u28YbKPv3q394E5Swq57t6zaVW0NZUXQ=mo,4.0,Really nice app and well put together. Only two suggestions: I like the grey dots signifying move options but it could be clearer when a opponents piece is on one of the dotted squares. The bot opponents are really animated which made the game engaging for my five year old. The only problem was that when she beat 'Qwerty' he started to cry! After that she refused to beat him in the next game as she didnt want to upset Qwerty!,115,"January 13, 2021",2021-01-13T00:42:14Z,
eeb1bec6-92b3-4403-b380-fd49dcbf5652,Yehudit Hasin,https://play-lh.googleusercontent.com/a-/ALV-UjWeX9WXa9NYbHmXcPIMFtXzEVKoH7kgPB3mSINKgya_sjpI1xo,2.0,"This is ridiculously user unfriendly app. I got the gold subscription, but that one is on apple...does not extend to my Android phone! Yep. It also does not extend to my attached kid account! Navigation is super NOT intuitive and after spending hours I still did not find how to go back in lessons and puzzles. My 5 year old definitely won't be able to learn anything. Oh and the kid must READ English WELL to be able to interact with the app. Will cancel...",71,"December 05, 2020",2020-12-05T16:32:28Z,
577417e3-722c-40fa-8ca1-11af437c5ff8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,5.0,"My son is 6 years old. He started to learn with free chess kid on March 2018, and then bought a membership on September. He learned sooo fast. He is on level King 29 now, he can beat 11 years old boy!!! His coach said that he is a strong player, he cant beleve how fast he learned. I really recomended this app, they make learning chess really fun and easy to understand. Great job Chess Kid!!!",13,"December 15, 2018",2018-12-15T05:48:13Z,"{'title': 'Chess.com', 'snippet': ""Thank you so much! We're extremely happy to hear how well your son is doing! Let us know if you have any suggestions for improvement, support@chesskid.com :)"", 'date': 'December 15, 2018', 'iso_date': '2018-12-15T22:20:49Z'}"
67c7b407-3b6a-45b3-adc5-de881909b519,Corey Alphonso,https://play-lh.googleusercontent.com/a-/ALV-UjUxarhbTOFpWXCEp-8xRmXIxosBi1eUX5zdaG4wMxvV88oUDFW9,4.0,"My son signed up for an account which I ended up upgrading to a gold membership. Shortly after, my son ended up getting locked out of the account for putting in the wrong password too many times. I contacted support who responded to me one time but since then(9 days ago) has not responded to any of my multiple emails to try to resolve my issue. Edit- support contacted me and resolved my issue so I have adjusted my rating.",74,"April 14, 2023",2023-04-14T21:00:31Z,"{'title': 'Chess.com', 'snippet': ""Hello, Corey! I'm sorry to hear that your family is having a hard time accessing the gold account. I've found your support ticket and I've located the gold account in our system :) I will be sending you information regarding the password reset that's just been done. Please let me know if I can help you with anything else."", 'date': 'April 14, 2023', 'iso_date': '2023-04-14T18:00:27Z'}"
8ab3cb8b-b9fa-4532-b9aa-f774ec44f700,Ishaan P.S,https://play-lh.googleusercontent.com/a-/ALV-UjULElInsbCg8QPXYDH-02MqZLRbpUq6C9uqZxxVfykjfu6lfKOl,5.0,"I love the app, very user friendly, very good app for learning chess for your kids, has lessons, has bot mode and a safe multiplayer. But I experienced a bug while playing bot mode in pc version, while playing, I put check to the king but the bot continued to move something else, ignoring the checkmate. I took screenshot just coz it looked funny lol but I definitely recommend this app.",67,"April 02, 2021",2021-04-02T15:54:44Z,
1c1d0548-1a8f-4624-860c-d8fa78de4ae5,Sattvik Trivedi,https://play-lh.googleusercontent.com/a/ACg8ocKKTs9bR3zWnQX5yjV-bhINq3gHj9Uze74QTWB8tCg6z73xhw=mo,4.0,"very good game, but one very BIG problem. when I reach a rating of 1050 plus, I only get 2 or 3 points for winning, minus 6 for a stalemate done by me to the opponent and minus 12 or 13 at losing. please check the system. it should be like this + 15 for winning +10 for a stalemate done by you +1 or 2 for a draw by agreement or sufficient material -5 if opponent stalemates you -10 if you lose I hope this is done thank you!",1,"March 31, 2023",2023-03-31T05:41:30Z,
ec328331-71dd-4dc1-bf20-2bfda0e93c9f,Michaela Austin,https://play-lh.googleusercontent.com/a/ACg8ocKb-UAOUH6vr7eo4SwxSKfipNmP-LwtSBltrRijuSddbtg6Lg=mo,1.0,I'm vision impaired. This app is not accessible and does not work with large fonts. You are not able to see all the things you need to fill out to create an account rendering the app unusable. Very disappointing when developers don't test their apps with large fonts.,19,"February 07, 2021",2021-02-07T03:36:42Z,
ea714505-0405-442b-b345-8e5b6278f394,AARTI DESHMUKH,https://play-lh.googleusercontent.com/a-/ALV-UjVN-jTIvfj38BjkQjFtK6qQmeXicMzXPkgRJkmArL2-u-LT3NMB,1.0,"Hi team. My kid enjoyed playing chess with your app.The app page has advertised that a Gold membership will ensure unlimited access to the toughest bots, access to lessons and videos. So I have purchased Gold membership on Monthly renewal basis for which ₹669/- (INR) was deducted from my account. The purchase done on 14th March 2023. The app is acknowledging the Gold membership. But even after a Gold membership the bots are not accessible, still locked. Please look into the issue.",54,"April 15, 2023",2023-04-15T06:54:28Z,"{'title': 'Chess.com', 'snippet': ""Hello, Aarti! I'm sorry to hear about your limited bot access. Are you still having issues with this? If so, I would suggest writing to our Support team (please include your ChessKid username and the GPA number associated with your purchase) so that we can help you figure out what's happening in real time. Please email us at support@chesskid.com."", 'date': 'April 18, 2023', 'iso_date': '2023-04-18T16:40:44Z'}"
35a6418b-13de-46a7-85f6-fd22bc204c68,Paul Fraser,https://play-lh.googleusercontent.com/a-/ALV-UjU6AZq5-UlHuzlLtPhL6ZP9M5v43uz6l632OnDsu20OoP2-iqMD6w,2.0,"Not actually for children. This game puts new 6 year olds against 1300+ ELO rated players over and over again even with a low ELO rating of 600. After losing every game he's played, my 6 year old doesn't want to play anymore. Gold status is very very buggy, half the time it didn't apply correctly. Also, kids can't read the instructions in the lesson exercises which are written in high school+ reading levels (please narrate!!)",107,"May 29, 2021",2021-05-29T17:44:06Z,
2d97c6c1-b00a-4307-9bbf-6533a5b0835a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,2.0,updated again... after 3 months I once again am having the same problem. I updated to the gold level but my son nor I show any record of doing so. updated...chess kid got back to me quickly and even with a hickup they helped get us set up. thank you! mybson truly enjoys this app with all the videos and games to play.,83,"August 05, 2019",2019-08-05T14:22:55Z,
69a2cc83-d419-4bb0-ac26-9e05eea8153b,sankaranarayanan e,https://play-lh.googleusercontent.com/a/ACg8ocJolNC4RagU_IG7nXrhjadwVd-i15uULP8KE4-1g26iPTto4g=mo,1.0,Purchased this app through Google app purchase. Not able to view content. Try to contact the support team. They're saying no subscription available. But checked in subscription page shows subscription starts from July 2023. Very poor support. They not resolved my issue. But asking give good rating.,57,"August 11, 2022",2022-08-11T21:22:11Z,"{'title': 'Chess.com', 'snippet': 'I\'m very sorry to hear you received unsatisfactory support with your billing issue! It looks like the Gold membership ""broke"" between our site and Google Play. We\'ve found your purchase and are restoring the membership. For the inconvenience, I\'m adding a few extra free months to the membership as well =). Again, we apologize for the trouble!', 'date': 'August 11, 2022', 'iso_date': '2022-08-11T23:58:43Z'}"
06f68108-c1c4-4b10-8039-ae26db7a8ebe,Maria Clark,https://play-lh.googleusercontent.com/a/ACg8ocKFz51aW0mpLccLMIzTrA1F2-a-LY19iW7-y6--C8b_pSuP2g=mo,5.0,"Cool game! We use this app for this thing we do called ""Chess Club"" and it is cool! And on the website it said there was like a dog and a cat named "" Miss Pickles and I was excited to try it but on the app I went to play against bot and I did not see miss pickles or the dog. Please fix this! And on the website when I play against the bots and capture their king their king just respawns and captures my piece! Please fix this bug online!",44,"December 13, 2023",2023-12-13T01:40:19Z,"{'title': 'Chess.com', 'snippet': ""Thanks for letting us know, Maria! We appreciate your feedback :) We're so glad that you're enjoying ChessKid with us!"", 'date': 'December 14, 2023', 'iso_date': '2023-12-14T18:15:21Z'}"
0f51a5a8-73db-41ed-960c-1155b7a204bc,K Brown,https://play-lh.googleusercontent.com/a/ACg8ocKS87TgYV-Sm1VLu8sE5SWs1yeTN2fQ0aq5PBjPfl4qpFuJcA=mo,1.0,"I'd your trying to learn chess you can only learn how each piece moves, to learn anything beyond that you have to pay. It is also not clear about it; it just stops going through lessons until you figure out that you need to pay to get more.",38,"November 14, 2020",2020-11-14T13:48:38Z,
ee38d7da-1816-4c46-a15b-882aa10ae0bb,kikiii ab.,https://play-lh.googleusercontent.com/a-/ALV-UjWbxoTEEKZuROp9dIL_4sIgc9MJtjRpg1EfpeXqPWMQ4WappEBqHg,4.0,"This is game is good, it teaches u more about chess. My only problem is that it should let u move wherever u want whenever u want so that u can learn from it mistakes. When it gets to the point where the king is trapped, it doesn't let u move anywhere and it would be better to let people move wherever so that they learn.",45,"January 18, 2021",2021-01-18T14:24:42Z,
0e540e27-0626-4f02-a201-d22690397f82,Stephanie O,https://play-lh.googleusercontent.com/a-/ALV-UjUyADdGXzNfo04qsA57qL4hp45zvMpzV9rzl7Y4Ucgnn2nBhPKj,5.0,"I never learned chess as a kid so I've been learning with this app. I love the puzzles. I can't figure out how to upgrade, but otherwise it's great. I downloaded a few other chess apps and they seem much clunkier.",64,"June 01, 2020",2020-06-01T14:44:01Z,
9c2306b5-9c45-4d2c-afe6-72b9d8ddeafd,Abir Roy,https://play-lh.googleusercontent.com/a-/ALV-UjXle55goRX1uwLiCZ1HpVg0TWJDhqON3UhLH7KYaHd-ooUtN0FYOA,5.0,"I am re-editing my feedback after a proper usage. This time I literally went through this app in a good go. In this era of useless streaming and reels that sometimes derails young minds, this App is useful and very helpful for kids and even adults too if you invest your time and patience. Really it's worth it. Keep up the great work Chess For Kids Team ❤️👏",0,"July 13, 2023",2023-07-13T18:28:26Z,"{'title': 'Chess.com', 'snippet': ""Well that's too bad! You're missing out on all the fun! 😄"", 'date': 'May 30, 2023', 'iso_date': '2023-05-30T14:02:06Z'}"
31870a78-371b-43c2-8187-44d38c1b71e5,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,5.0,"Great app,taught me so much more about chess.Kind of annoyed that phone version doesn't have same privileges as computer version. Also,the search for videos doesn't work.",10,"July 27, 2019",2019-07-27T21:30:42Z,
88537602-e019-4d70-8aae-0452f3dbc0ee,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,2.0,"I wish I could give a better review, but: - The Android app versions are VERY buggy, the club to which I belong cannot be accessed from the mobile app, so I can't interact with my club members. - A PC is required for some basics tasks, ie- resetting password goes to a missing page from mobile app. Reported to admin twice, hasnt been fixed. - The app purchase is expensive...signing one kid up costs $49/year?!? Our club was going to cost almost $500/yr.",46,"December 07, 2018",2018-12-07T18:52:12Z,"{'title': 'Chess.com', 'snippet': ""We're sorry to hear of the trouble you're experiencing! The app is mainly for game play and learn play; all of our special Club features are accessed on the website. We did have an email issue that was recently fixed; could you please let us know if you're still having problems with your password? We'll be happy to help! support@chesskid.com."", 'date': 'December 15, 2018', 'iso_date': '2018-12-15T22:27:59Z'}"
58434f07-333c-4bb1-a460-22d42daf571e,Wiehan Van Der Merwe,https://play-lh.googleusercontent.com/a-/ALV-UjVf9sD9kF50HgnR4kiKlrjS5igHQ_ZD10b-qHfBCig8ovhZ0jVP9w,3.0,Bought a year membership for my child on the website. Made profiles for both me and child. Is linked on the site but not on the app. Cannot view my child's progress on the app. The app also still wants me to upgrade even though I used an already upgraded account to log in.,78,"August 13, 2020",2020-08-13T16:57:57Z,"{'title': 'Chess.com', 'snippet': ""We're very sorry to hear your purchase is not being reflected on the app! We can fix this for you on our end, please contact us support@chesskid.com and we'll get this remedied for you :)"", 'date': 'September 04, 2020', 'iso_date': '2020-09-04T01:18:52Z'}"
70abc114-83a9-43ac-9fc3-b5a4408da981,Amjad Farran,https://play-lh.googleusercontent.com/a-/ALV-UjWkHt1AAftgyIZBxW-c5jwBM3HPITT6nlUIuHZdmXmKpBjWYSBY,1.0,"Despite paying for the Gold membership, the app does not show any paid membership and offers only the limited features of the app. Contacting customer support has been a pain. From not responding for weeks, to responding by saying ""be patient with us, chess is popular now"", to ""try to uninstall and reinstall the app"" and now to nothing at all. Also there was no response to my request for a refund. This seems like a scam, where they take your money for a promised service without delivering said service. Bigger disappointment for my child.",72,"February 09, 2021",2021-02-09T03:35:25Z,
a381a24a-2f22-4fa5-94d5-c744e6079217,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,5.0,"My kid loves chesskid lessons, playing against other chesskids, and solving puzzles. FM (Fun Master) Mike is a great instructor in short video segments. Browser experience is better than mobile app, but the app is fine.",113,"June 29, 2019",2019-06-29T02:38:28Z,
7beb8689-12bb-4d61-a5d1-1a26256ee2b1,p.s. anannth,https://play-lh.googleusercontent.com/a-/ALV-UjWbdquO4sH0-M3ikefktW2bpE10GjtAZzXBqdP4MXYCjneL5Aw,3.0,Nice but paid version is too much costly.,0,"November 15, 2024",2024-11-15T13:33:06Z,
b23f74e2-9ba6-4a02-bc25-ea4d99690dbd,Freddie,https://play-lh.googleusercontent.com/a/ACg8ocLqUVrAvhQWvvvNGVEbhB7Fk9MkOYEv8KpSClzDwomfoqBOkQ=mo,1.0,"Data mining scam! Once downloaded, you can only play vs a beginner bot that tells you E each move to make. If you try to select anther bot, your asked to log in to access them.... Its only after you log in that the app tells you that all the other bots require a premium subscription.",36,"January 14, 2024",2024-01-14T09:02:47Z,"{'title': 'Chess.com', 'snippet': ""We're sorry to hear that you're not enjoying the app. If we can help you in any way, please email us at support@chesskid.com."", 'date': 'January 17, 2024', 'iso_date': '2024-01-17T22:45:48Z'}"
1fd509e4-0f82-472f-803d-c8090cf0452d,Maheswari Venugopal,https://play-lh.googleusercontent.com/a-/ALV-UjURYXk-fSPHfPrcuo5Dtep_EQw9DljB6Rme_9aLQetj1dHkp1dcTw,5.0,Best app for kids to practice chess.,2,"October 20, 2024",2024-10-20T00:44:58Z,
bd85e542-1c67-48d5-b901-f65807f29cbc,Chloe,https://play-lh.googleusercontent.com/a/ACg8ocImxKJnn8BkJZ9daMhkaww199nEUzfgcp3mISU463tGGaGtiw=mo,5.0,love it! Now I win every round of chess with bots I can't find anyone to play with :( but 5 stars!♥︎,23,"August 06, 2024",2024-08-06T02:33:43Z,"{'title': 'Chess.com', 'snippet': ""Thank you for your review! We're glad you're enjoying playing against the bots. If it's taking a little while to find an opponent, please try canceling the game challenge and resending it."", 'date': 'August 09, 2024', 'iso_date': '2024-08-09T17:01:16Z'}"
55c49bb3-3603-461e-9cbf-faaec3edaa64,Bảo Vũ Thái,https://play-lh.googleusercontent.com/a/ACg8ocK_kOKvAaEyxRAnUdxgmv_rofojEi7l4eeG2UfETNh6MLEk8Q=mo,1.0,"Log to play, after logged i can still not play. I must upgrade to play, are you kidding me ? 1 star and uninstall.",3,"August 08, 2024",2024-08-08T13:33:49Z,"{'title': 'Chess.com', 'snippet': ""It's totally free to play chess on the ChessKid app! Gold membership gets you access to amazing training tools like lessons and puzzles, but you can absolutely play for free. Please visit this link to contact us for assistance: www.chesskid.com/support"", 'date': 'August 13, 2024', 'iso_date': '2024-08-13T22:00:55Z'}"
2f8df189-958c-4aac-aea2-0f01c3f50d15,Tyson Hunt,https://play-lh.googleusercontent.com/a-/ALV-UjU1oJjdgXRG8jYGQsTurDtFimtI_yN2KsSZ7rtXw-TIeJkqEPcP,2.0,"Love the website, the app does not have everything the website has so 2 stars for the app",0,"September 14, 2024",2024-09-14T18:22:00Z,
5d64d75a-6daa-430e-bc44-0f5e87466254,Vidya Suresh,https://play-lh.googleusercontent.com/a-/ALV-UjXahcAIX89ES3ildnHl5K8qXfq2d72IsOAJMJTPxu3PWlhGeEF4fA,1.0,There is a bug which does not allow the fast chess feature to open.,1,"July 25, 2024",2024-07-25T16:29:30Z,"{'title': 'Chess.com', 'snippet': ""Please contact us and let us know more about this issue. We're here to help! You can reach our dedicated Support team here: www.chesskid.com/support"", 'date': 'August 09, 2024', 'iso_date': '2024-08-09T17:11:18Z'}"
9a37ae6f-a244-451d-9ba0-f3a3985ebbfe,Fallen Brink,https://play-lh.googleusercontent.com/a/ACg8ocJk17t9aDqro_wEXTHhhlJBzPzrNf0Ui0Lg2uOYyQUoyP1rlA=mo,1.0,"Worse Chess app ever!! You can add your child and send requests until your blue in the face. There is NO requests page, not dot or pop up or no messages of any kind to connect to child, even if you both online. Absolutely pointless waste of time. Don't download this, there's better out there! 💔",9,"May 12, 2024",2024-05-12T15:42:09Z,"{'title': 'Chess.com', 'snippet': 'Thank you for your feedback! :) We want to have ChessKid as a safe space for our kids. Due to this, we do not support messaging. Friends are accepted if both users send request to each other. :) You can write to us with your suggestions at support@chesskid.com :)', 'date': 'June 23, 2024', 'iso_date': '2024-06-23T18:51:22Z'}"
